essay_set,essay,domain1_score,char_count,word_count,sent_count,avg_word_len,lemma_count,spell_err_count,noun_count,adj_count,verb_count,adv_count
1,"Dear local newspaper, @CAPS1 you ever see a child on the computer for hours and nothing could get them off? Well I believe that this is very harmful for the child since it doesn't allow them to exersice, interact face to face with people or use their minds to the best of their @NUM1. The more and more we advance in society we get laziar and forget to about these essential things. I think taking a step back from using computers could benefit society more than using them. Obesity in the @LOCATION2 is at its highest @PERCENT1 of kids in the @LOCATION3 agree that they only exersice once a week and would rather spend time on the computer. Think of this, @PERCENT1 of kids. Thats more than @NUM2 of @CAPS2 children. I took the and compared it in @CAPS3 children who don't the benefit of this technology. I learned that @PERCENT1 of children there exersice only once a week. That's for less what these computers are doing to @LOCATION3 @PERCENT2 of children are overweight and @PERCENT3 of them develope heart of blood problems as adults. I by exercise in to go and play with friends or bike, or go for a jog. It doesn't sound hard does it? If we make a to spend this than on computers I think we can reduce this obesity amount and I believe @CAPS2 ran as on overall country. On the computer we have popular websites like @CAPS5, @CAPS6, and @CAPS7. More websites allow you interact with people over the island. This could be in more ways than one. These computer websites are allowing anyone to talk in people who could have the interest in mind. More than @NUM3 out of @NUM4 people in my school say they have one of these accounts and have personal posted on them. With this personal info, could and with these websites the crime rate has gone up @PERCENT4. Also, these websites cause people to their social skills. People spend hours on these websites talking to people and forget how to talk face to face. @PERCENT2 of @LOCATION1 students say they would say something online that they wouldn't say to someone's face. This creates more problems in schools and could possibly make someone hurt someone else or themselves. I've heard all over the news about suicides and because of computers and I believe with less of them people would spend more time with their family and or nation would be closer and safer. Computers dont allow you to explore nature and use your mind to the best of its ability. Computers make it easy and I myself, think it makes me laziar because it allow me to read a book there or read about other people, instead of going to a library and getting a book. Computers take away time to actually use your mind and problem solve in real life solution. There's years and I've learned I can be on the computer for hours playing them and not realize it at all. Without them, would make a difference. Kids are living through computers and we can change them.",10,2358,530,30,4.313207547,214,27,130,33,96,24
1,"Dear local newspaper, I've heard that not many people think computers benefit society. I disagree with that. Computers benefit society by teaching hand-eye coordination, allowing people to learn about foregin places, and allow people to communicate with others online. Some people were basically born with hand-eye coordination, but most people weren't, like me, for example. But, thanks to computers, my hand-eye coordination has gone up! ""On average, computers can increase a persons hand-eye coordination by up to @PERCENT1 says @PERSON2. Think of it, just by learning to tye, your hand-eye coordination can go up @PERCENT1.! That's amazing! Having good hand-eye coordination will get you far in life, and helps with small, everyday things such as playing an instrument, or doing household chores. It also helps in sports. You need good hand-eye coordination to throw, catch, and aim. If more people spend more time on the computer, then the population's hand-eye coordination would increase, and who wouldn't want thats. Have you ever heard of @LOCATION1? It is a country in @LOCATION2 that no one really knows much about. By looking it up on the computer, you can become an expert on the country! The computer gives us access to a lot of knowledge, and will make us more of people around the world. This can improve our travel. Instead of going to the same place every vacation, you can go to a place you saw online that looks just as exciting. Also, by learning about other countries and the people in them, we gain respect for them. We @MONTH1 also learn about their traditions, and culture. ""The internet gives us access to the world,"" says @PERSON1, ""we can learn so many new things that will make us more of people, countries, and the environment."" @CAPS1 is right, we can also be aware of the environment. Since global warming is a problem, we can learn how o preserve foreign places by learning about them on the internet. With a click of a mouse you can virtually have the whose world at your fingertips! In a recent study @PERCENT2 of people said they don't have time to meet with old friends. The internet, however has made it quick and easy to talk to people online. Websites like @CAPS2, @CAPS3, and @CAPS4 can keep your social life in tact, and can even reunite yu with old friends. For example, @CAPS2 suggest family. You can keep in touch wih many people trough @CAPS2! Also, you can make new friends. Most teens say they are always willing to meet new people, and the internet is a great way to do so! Sites like @CAPS7, and @CAPS8 can can help you find friends by connecting you in a chat room to a random person, just to talk. I once talked with someone on @CAPS7 for over an hour! We found that we both have @CAPS4 accounts and keep in touch there! This also helps you gain confidence because you @MONTH1 have the courage to say something over the computer that you would't say real life. The computer can really amp up your social life. As you can see. computers don't just ""your barain,"" they imprdove hand-eye coordination, help you learn about far away places, and improve your social life by allowing you to talk to others. Computers benefit the society more than anymore will ever know!",11,2658,576,39,4.397569444,239,19,157,48,104,34
1,"Dear @CAPS1, @CAPS2 off, I beileve that computers are very helpfull to many people by looking up information, or talking to friends. Although many kids should be spending their time outside, the computer is a well-occupied environment that helps kids learn and interact with others. I believe kids should have the right to stay on the computer as long as they desire. Although, they should always make time go outside, hang out with friends, ect. The computer @MONTH1 be fun but its always important to get outside and enjoy nature. Another reason why students should not spend all their time on the computer is because of their health. If a child gets addicted to the computer it will affect how he interacts with other and @MONTH1 do serious damage to their brain. Although, I believe children should have the right on the computer, it's always important to spend time outside enjoying nature. Another reason why I think children should have the right to the computer is because of the information they learn and discover. Many kids grow up to have a career in computer makings or program designing. Some kids @MONTH1 have their education online or to teach others. The computer is a non-stop generation of intelligence based to help people learn, play and discover. Many people have dream to one day build a computer or make new programs. All students should have the right to spend time on the computer but also to save time to spend outside and with friends. Everyone has their own perspective on how they think and if staying on the computer all day is a good thing. I do not think kids should do this because it might affect their health and how other think of them.",8,1381,296,16,4.550675676,121,10,79,19,59,12
1,"Do you think that computers are useless? Or do you think they could be useful in many ways? I remember @CAPS4 my older sister had to do some research on @CAPS1, the computer gave her all of the information she needed. The issue to grapple with is, more and more people use computers, but not everyone agrees that this benefits society. I strongly think that @CAPS2 does benifit society in many ways! Heres why, the computer allows you to get in touch with friends, research people, places or things, and relax and enjoy playing on a fun, entertaining website! My first reason is that @CAPS2 allows you to talk to family or friends so you all get back in touch if a friend of yours moved to a diffrent state, then you can easily get back in touch straight from the computer. ""@CAPS2's nice to send emails or pictures to friends, but if you do @CAPS2 from the computer then @CAPS2 gets done so much faster!"" @CAPS3 @PERSON1, one of my neighbors. My next reason is that you can research anything you want like people, places or things and all refferances will come up. @CAPS2 is good to research for any projects, or school assignments you @MONTH1 have. I remember @CAPS4 my brother was working on his project. Everything he had trouble with, he found directly on the computer! My final reason is that there are alot of fun and exciting websites that you can relax and play on! These websites can keep you busy, and you wont be bored while playing! ""@CAPS4 im bored I go on the computer and play games, that I find on @CAPS5.com,"" @CAPS3 my younger cousin, @PERSON2. Computers @MONTH1 make people become adicted to them. Yes but, you will be learning some interesting things on how the internet works. More and more people use computers, but not everyone agrees that this benefits society. I strongly beleive that they do benefit society, heres why you can get in touch with people, you can research, and play fun games! @CAPS2's now or never to decide what you think! Call me and we will talk this through.",9,1645,363,22,4.338842975,159,15,101,19,75,15
1,"Computers a good because you can get infermation, you can play games, you can get pictures, But when you on the computer you might find something or someone that is bad or is viris. If ther is a vris you might want shut off the computers so it does not get worse. The are websites for kids, like games, there are teen games, there are adult games. Also pictures are bad for kids because most of the time they lead to inapropreit pictures. You should only look up infermation that you need not things like wepons or knifes. Also there are differnt kinds of companies like @CAPS1&t @CAPS2. @CAPS2 is a good place to get computers @CAPS1 so is @CAPS1&t.",4,531,122,7,4.18852459,67,13,32,10,24,8
1,"Dear Newspaper, Computers are high tec and have expanded in an everyday thing. They play a big role in society. Computers have been improved to do many different things without them we would barely get any thing done. Although kids should start goind outside more, computers teaches kids new things, and it is useful. With computers kids are rarely going outside. A lot of our population of the @LOCATION1 are obese, including kids. Because of this they are staying inside and on their computer. Kids need to go outside evry once and while to get some fresh air and exercise. If they limit their time on the computer and do some active game it would be better for the child. Since computers are rapidly growing and adapting kids spend half of the day on it just stareing at the screen playing some flash game, like run escape. Instead of wasteing their time doing that they should go outside, take a walk just do something! Computers teaches kids new things. Google something like trees. You would get bunch of websites containg information about trees. Kids also play games, if they don't know it, some of the games they play are teaching them stuff, for an example, my little sister, goes on a site called nickeloden.com I see that right and it teaches her stuff she didn't know before. from those types of games it prepared her for kindergarden. Now a days more and more sites keep adapting and becoming known like bing. Computers are real useful. suppose you want to know whats goind on at work. So click your mouse on internet explorer and get your email. With computers, you could go on social networking sites, like facebook and connect with friends. You can also go on instant messageing site to talk to friends and see what there up to. For your entertainment you could play games. Remember though to not stay on too long. Computers are big deal in our community. Life would be very difficult without them. But remember not to stay on too long! Although kids should start going outside, computers, teaches kids new things, and is useful.",9,1687,363,28,4.515151515,180,29,95,33,74,20
1,"Dear local newspaper, @CAPS1 people throughout the world use, or own computers. Although there are @CAPS1 people who think computers are good for you, others could say different. While you are on the computer you can become more socal by talking with friends or family. Also, while you are on the computer you @MONTH1 not notice it but; your hand-eye coordination is improving, and finally, you are able to search with a click of a button, instead of searching your topic through dozens of books. Computers have very @CAPS1 benefits. One being chating, or talking online to friends, and family. You @MONTH1 have a distant friend that you haven't talked to in a while. With a computre you are able to re connect with your buddy. If you have an acount that is safe to chat on, you @MONTH1 be able to make new friends. That would be good for you, socally. It is always good to have friends, and stay in touch with family. Some people find it hard to play a piano because they cannot look at the music and have their hands be doing something else. On a computre your hand-eye-coordination improves over time because, you are searching a topic as your hands are typing. Also, this is a great memory excirsise for your fingers. You eventually memorize where all of the keys are located. People without computres have to search through @CAPS1 books to find information on their topic. Others with computers, just have to type in their topic and all the information they need is right infront of them. You are able to see pictures of your topic or even video's! Not @CAPS1 books that I know, can search a topic, show you pictures, and videos of it with one resource! @CAPS1 people debate the fact if computres are good for you or not. If you ask me, computres are great for people. It allows people to be socal, and talk to old friends; it also improves your hand-eye coordination, and finally; it gives you the option to search a topic without all the hastle of searching through dozens of books. So now the question is up to you; are computers good for people, or not?",9,1692,378,23,4.306878307,157,20,94,24,75,22
1,"Dear Newspaper People, I think that computers do benefit society for a few reasons. Computers make work easier they can do things people can't like solve difficult problems, and kids like playing games on them. Computers make work easier and neater. Typing is often faster than writing, and is always easier to read. Studies have also shown that people who use computers to do work finish faster and have up to @PERCENT1 more free time to do whatever they want. Computers also have e-mail, which allows you to send work that you have done to your boss without printing it and wasting paper. Computers can solve difficult problems that people either can't do, or don't want to waste their time doing. If you need to solve a math problem you use a calculated or a computer. So you don't have to figure it out yourself. I have to do a lot of math problems for homework and I think it is much easier to use a calculator. My last reason why computers are good is that kids like playing games on them. A lot of people say that kids shouldn't play computer games but some of them are educational. Even non-educational games help kids to have fun and have something to look forward to after their work is done. @PERCENT2 of kids say that they are happier when they have something fun to look forward to, and happier kids do better work. I hope that after reading this you will understand how much computers contribute to society.",8,1165,264,15,4.299242424,117,11,63,21,70,12
1,"I agree that computers deffinately are an advantage to our society. I think this because they help us communicate and video chat with family and friends online, used as a great tool with school work, or work purposes. Most of all for the enjoyment of children and now the fun computer games help them prepare for real life consequences,like how the game webkinz teaches kids to care for pets. ""@CAPS1 you have a @CAPS2?"" @CAPS3 @CAPS4, my @CAPS5. ""@CAPS6, please friend request me"", I replied. Later that night, I get home and check my @CAPS2, a new notification pops up and I am now friends with my @CAPS5 @CAPS4. My entire family is on @CAPS2 and I think it's so usefull for several reasons, like making plans and parties. I hate writing invitations, but now every year for my birthday party I just type them up, taking less than five minutes. Or, for an even simpler way of sending invatations you can even just type an email or @CAPS2 message. In fact, I just got invited to a party yesterday over @CAPS2. It's so easy, you just create an event and tag all of your friends in the note. Also, it's so easy to get @CAPS13's because you automatically get notified. Technology like this drastically makes life easier. For example, have you ever gotten something new and just can't wait to show your friends? Well, now you can, in the comfort of your own home. All you need is a webcam and you can instantly connect with one of your friends that have one too. ""@CAPS14, @PERSON1! I love what you've done to your room, the pink wallpaper is so cute!"" I said. ""@CAPS15 you! I love your hair today. It's so pretty,"" says @PERSON1. I love webcamming with my friends because you can see and hear them as if they were in the same exact you. As you can see, webcamming is so much easier than spending more time money, and my moms time and getting a ride over her house. Computers make life so much more convienent. Another example how this is so much easier is now computers help you with school work. Have you ever had to write a report? Well, now many times teachers especially enjoy them typed because many students have messy hand writing and most kids won't like writing it anyways. Like myself, I type faster than I write and that's why I agree @PERCENT1 that computers benefit society. Most importantly, computers can help you find a good job online and even help type a great resume for you. How impressive would that be? If I was applying for a professional position of a job, I know I'll type my resume. In conclusion, that's how computers are so helpful, beneficial, important and fun to our society.",10,2132,484,34,4.196280992,219,20,117,38,92,39
1,"Dear Local Newspaper, @CAPS1 name is @PERSON1 and I am a @ORGANIZATION1 citizen. I believe that computers do NOT benefit society of all! In @CAPS1 opinion, they make our town worse. People spend way too much time on their computers and less time exercising, enjoying nature, and interacting with family and friends. All of these things are @CAPS3 computers are doing to our society and it's time to make a stop to it! First of all, people are on the computer way too much. Teens are on social networking sites, adults are on chatrooms, and kids are playing computer games. Instead of that, people should be playing outside, or going for a walk in the park. Did you know that @PERCENT1 of adults are overweight? If people cut back the amount of time indoors, we could probably bring that number way down. Also, who knows @CAPS3 teens are doing on the computer. Computers have good things but they can also be bad. For example, chatrooms who knows @CAPS3 kind of people are in chatrooms. Children need to be careful about @CAPS3 they say or show on the internet. Instead of playing games or talking to their boyfriends and girlfriends, teens should go outside and exercise. Second, more citizens need to enjoy nature and the beautiful senery around them. Were all so busy running to check our e-mail, we don't notice @CAPS3 a beautiful day it is outside. On a nice @DATE1 or @DATE2 day, people should take this kids to a local park or pond. This reminds me of last @DATE2 when I went to @CAPS1 cousins house. @CAPS1 aunt only allowed us to watch one hour as a day, that included the computer. We were outside every single day, even if we were just staring into the clouds. This kept us active and enjoy the environment. @CAPS1 last reason why computers are badly affecting society is that computers take time away from interacting with family and friends. I know @CAPS3 your thinking, when your on the computer you are talking to family and friends, but it isn't the same. Instead of instant messaging call them. Maybe even invite them our to talk face to face. That reminds me of @CAPS1 sister. When I get home, she will normally be on @CAPS2. Now, instead of getting up and coming to talk to me she will text me ""@CAPS3's up?"" or ""@CAPS4 was your day?"" Computers help people communicate, but they also take communication away. As you can see, I have given you three reasons why I strongly believe computers are badly @ORGANIZATION1. Not only @ORGANIZATION1 but everywhere! You need to open your eyes and understand that people spend way too much time on computers, they allow people to not enjoy nature, or interact with their families. Please I'm asking you to understand that our society will crash it we don't fix this issue. So @CAPS3 are you going to do about it?",10,2277,499,36,4.368737475,218,16,140,28,102,33
1,"Dear, @ORGANIZATION1 I think the effects that computers do on people are really positive. Computers can be used for all sorts of things. Examples like finding things out about history. People that changed the world and other information. Computers give the power for children to learn. For example, their are lots of websites that offer online tutoring or good ways to help you pass school. Other positive way is online dateing sites. You can meet new people and is a good way to make life even better. Popular sites like @CAPS1, @CAPS2, @CAPS3, and so on make a good way to keep in touch with friends from your past, or even make new ones. But the most that I think thats the best in my opinion is going to school online. Once your done with colloge and you are a nuse, for an example you can get a higher degree like a registered nurse then being a @ORGANIZATION2. I think computers has a positive effect on people.",6,751,167,12,4.353293413,98,5,49,16,30,9
1,"Dear @LOCATION1, @CAPS1 is a rumor going around saying that computers are a negitive affect in a childs life. I disagree. A computer can help a kid in so many ways, it can help students with homework, let students talk to friends, and help with school projects. And besides, most kids don't don't stay on the computer very long anyways. Homeworks, it's a big role in school, if you don't do it or worse don't get it can you down. That's why computers have websites that help a child learn how do do a problem or a social studies question if they don't know. If you go to the school web page then theres a link that brings you in a math games. Theres even a to a science website. This helps a child so they don't get stressed out over homework. A computer also helps a students interact with friends. A social life is very important to a @NUM1 grater. This is where a computer can have aim, facebook, and even myspace help a kid impact with friends. If a kid got into a fight at school can come home and to work it out and not leave it unseatled. A computer also new friends from other towns. Teens need to and make new friesnd will helps as in life. If a teen helps with a then they can ask a for help. Every student gets a take home project at social point in the time of running out to the store to buy paper and pencils. you can stay home, have money and typee the essay. Computers can help with a social studies or a science project. You can print pictures and find information. Drawing can be a hastle and messy, so it saves time and the mess. If @CAPS1 are words you dont understandd then you can look them out. Computers are and best way to do a project. Computers, everyone uses them, they help our parents just as much as uss. They help us with homework, let us talk to friends, and even help us do our projects! Computers are one of the best technology we have @DATE1.",8,1517,370,26,3.954054054,162,22,104,25,70,21
1,"Dear @CAPS1 @CAPS2, I think computers have a positive effect on people. Where would we be without them? Computers teach hand-eye coordination, give people the ability to learn about any subject they want, and allow people to communicate with each other, no matter how far away. Obviously, computers are beneficial. I think computers have a positive effect on people. They teach hand-eye coordination, as I said earlier. I know people say that where you are on be computer, you spend less time exercising, but the computers help you with you throwing skills. Hand ey coordination also applies for if you want to be a surgeon/doctor. You need to have steady hands. What we ready to do whatever is needed. See, they do have a positive effect. I think computers have a positive effect on people. They give people the ability to learn about anything they want on the internet. Say you want to be an engineer when you grow up, you might want to learn anything and everything you can to be successful later on in that carer. What about a doctor, you would want to know how many years of college and med school are required to get your medical degree. A computer helps you learn about those things. It can also teach you about tons of other things. Again, how could they not be positive. I think computers have a positive effect on people. Another thing they can do out of a hundred others is let you communicate with other people no matter how far away. Mail can so my where with enough, yes, but @CAPS3-mail is free and gets there in less than a minutes where mail can lake weeks to go far. For example, what if you came from another country. You wouldn't want to lose touch with people you grew-up with. With a computer, you could use skype to see now new the person. Talking on the phone or mailing doesn't even compare to that. You could never lose touch! Computers help people do all kinds of things. I conclusion, computers have a positive effect on people. They teach hand-eye coordination, give people the ability to learn about any subject they want, and allow people to communicate with each other, no matter how far away. There are no bad reason that could top any of these. They make sense. So, what do you think? Do you think they are good for us, or do we need less computers?",9,1871,421,33,4.287410926,169,8,96,31,94,21
1,"Dear @CAPS1 @CAPS2, Have you ever wondered what effect computers have on people? It is a very negative effect. Computers are one of the main reasons of why kids do not exercise and become obese, it can effect students' grades, and by being on the @CAPS6, you are isolating yourself from your loved ones. First of all, more and more kids are using computers way more often than they should. The result of this, you @MONTH1 ask? Since computers are used daily, especially by young adolescents, it is likely for that child to become obese. Researches from well-known colleges, such as @ORGANIZATION2 and @LOCATION2, discovered that @PERCENT1 of kids who spend more than two hours on the @CAPS6 are obese or will become heavier when they are older. After speaking with @PERSON1, graduate from @LOCATION1, he told me that when children spend more time on the @CAPS6, they are doing nothing but staring at a bright screen that can damage their eyes, and not spending their time outside enjoying the beautiful weather. As a consequence, kids start to gain body fat from sitting on a coach staring at the @CAPS6 all day instead of exercising! My second reason of why computers are a negative effects on kids is that it can harm your grades! After I spoke with a current student at @ORGANIZATION1, she told me that the reason why her grades drop is because she is too busy on @CAPS3, @CAPS4, @CAPS5, etc. She does not focus on her @ORGANIZATION1 work like she should and because she doesn't, her grades go from @NUM1's to low @NUM2's. This shows that even ""A"" students are getting bad grades from being on the @CAPS6. Additionally, from being on the @CAPS6 so much and not paying attention at @ORGANIZATION1 work, it can effect your best grades on the @ORGANIZATION3's! This shows that by always going on the @CAPS6 you hurt your academic skills. My last and final reason of why computers have a negative effect on children is because it harms your social skills of being on outgoing, talkative individual! Everytime you log into that death trap device, your selfesteem becomes lower because you never talk to friends or call them. You just sit on a hard chair, looking at an electronics device that is going to take you no where in life. Also, you are pushing your loved ones away by being on @CAPS6 @NUM3. You will end up never spend time with them and you will never call your friends to see what they are up to if you keep on going on the @CAPS6. Furthermore, if your mom or dad tells you to get off your @CAPS6, you become cranky and rude to your family just becuase you want to go back on your favorite electronic device. Do you really want to act that way to your family? So, in summing up, computers are a negative effect on many young individuals, and the reasons for this are that you have less time to exercise, it harms your grades, and you are not able to be as interactive with people by being on the @CAPS6. The real question is, though, is do you think computers have a negative or positive effect on people?",10,2474,547,24,4.347349177,229,19,125,46,105,34
1,"Dear @ORGANIZATION1, @CAPS1 has been brought to my attention that some people feel that computers are bad for us. Some people say that they are a distraction to our physicaland mental health. Although I can see how some people would think this, I believe that computers are a good benifit to all society. I believe this because computers can help people learn, stay intach with friends or family that live faraway, and stay orginized. Sometimes people are on the computer, learning and they don't even know @CAPS1. Simply by visiting the @ORGANIZATION2 homepage, you automaticly see the news feeds of things happening around the world. Other times people go online diliberatly to learn. If someone is thinking about going to @LOCATION1 then they would probably go on the internet to learn about @CAPS1. Simply by searching equadore many choices will pop up you climate, sesonal weather, hotel options, and other farts. But thats not the only way people are learning on the internet. Now, many college students have the option of taking their lessons online. This is because some students like calm quietness or own house the distractions of sitting in class. Friends could be a big distraction in class, but how can you stay intouch with your friends if they moved away? I remember in second grade my bestfriend, @LOCATION2, move away. I was so sad. I badey ever talked to her, but then one day our parents set us up on a vidio chat! I felt like I was right their with her! This was great, and I though about how many people could use this to talk to relatives or friends. Another great way to stay intouch into friends and family is through e-mail. By writing a message and sending @CAPS1 can make staying in touch so easey, and your personal wants can chat and emails are a easey thing to send world wide. So many people love to type on a keyboard as well, but so many different papers that you type could be lost. I, for me, hate clutter, and I have so many school binders for papers to be lost in. This is why I take great advantage of typing my paper every chance I get. My computer keeps me orginiced because I could never loose my work. File save, is an idiot proof way to keep all your files in a safe place. Then all you have to do is press print to get a hard copy. I am sure that many people love using their computer for the same reason. Also, I myself am a much faster typer than I am writer so my work is a lot needey on the computer. As you can see their are plenty of reasons why using a computer is goof for our society you can learn, stay intouch with friends and family, and stay orginiced. Many people, could agree with me. Don't you?",12,2167,491,31,4.276985743,223,32,117,44,103,25
1,"Dear local Newspaper, @CAPS1 in the society we live in, more and more people are using computer including me. The computor in my opinion has to be one of the best inventions ever. The bad part is that these ""exports"" think spending time on the computer is a bad idea when they fail to see the good in computers. Student can use computers to get information on almost about anything, you could use computer to talk to friend and family members, and you confuse it as a navigator to find directions to a certain location if you cant find your way or if your lost. One of the best things about computers is that you can find various amounts of information. That opition is useful for children that attend school , looking to find information for a certain project they need to finish. You can also use the information on the computer to study if your textbook isnt doing you only good. Also if a student is looking for a job in their local area they look on the internet for jobs needing employees. Computers also can be used for communication. You could have a long lost realtive you havent spoken to in a while, you can easily find him on the internet. Online communicating is also good for chatting with schoolmates if you forgot the homework or need help with homework. Im not a big fan of this but online chatting can be use for online dating if your to lazy to go out. One of my favorite options on the computer is that you can use it to navigate a certain location you want to go to. Lets just say you forgot where a relatives house is you can easily type in your address and his address and easily get directions. You can use this method for almost anywhere you want to go. If this did not convince you that that a computer is a great piece of technology, then your crazy. The computers is like a magical box that can be used for anything so I advice you get one.",8,1516,352,17,4.230113636,156,11,78,23,71,18
1,"Dear local Newspaper A lot more people uses computers daily but not everyone agrees that it benefits society. Those people who supports advsnces in technology believe that computers have a positive effect on the people and I agree on some circumstances but looking at the situation cleary I dont agree due to the fact that its better not spending to much time on the computers. First because its way better excercising, @CAPS1 enjoying nature and lastly interacting with family. @CAPS2 why I dont agree that people should be in ther computer more their doing things better in life. First, becacuse it's useful to exercise. Talking a walk around the nieghborhood of just going for a hike with people you know. Even better going to the gym its such a better way to spend your evening instead sitting infront of a computer doing nothing but to look at a screen all day and plus exercising makes you stay in perfect fit, healthy and strong for as long as you live. A computer can just kill you not in reality but sitting all day only on the computer eating when you feel like it and no exercise that is whats going to kill you and make you become so lazy to do nothing. I know nobody would want that for sure. @CAPS1, enjoy nature live life the way it needs to. Gods creations of nature is the must beautiful thing in this world dont let it go all to waist. Jump off a waterfall or go to the park let the wind hit your face. Make imaginations become real and just enjoy what natures about. Third and last, interact with your family and friends. Spend time with them and watch movies or any sports channels. Go with them for some ice cream. Dont let them feel left out or unloved. The mall is a great way to spend time with your friends or family also going to water parks like six flag or lake compound of place like nomads or chuckie cheese its a great way places to spend and interact with your family and friends it also can bring closer as well. This is why I think sitting infront of a computer screen all day, first its a waist of time when you go do some exercise or @CAPS1 enjoy nature or lastly interact with your family and friends, @CAPS2 why sitting infront of a computer as a waist of time and negative why to spend your days of living life. Technology holds you back from the real things in life. Thank you for reading my letter and hope you take it in consideration. Good day!",10,1943,446,22,4.278026906,194,20,119,29,80,29
1,"Dear local newspaper, my name is @PERSON1 I am @NUM1 and I go to naylor school. I am writing to you convince that computers have a positive effect on people. Please read the following reasons. Computers have a positive effect on people. Your able to communicate with people all over the world. When my brother goes on the computer he get's to talk to my family in @LOCATION1 I like to use skpye because when we talk to family in @CAPS1.R we use a webcam to keep in touch with my family. They teach hand eye coordination and help me in ping-pong. It help me wacth the ball in computer and I do the same in the wreak. You have lot's of access to different information, my mom found a job in the computer. Everybody have access to weather or news, Some say it's a lack of exercise. People get addicted to the computer. Some can get obese and mess with your love life. These are the reasons why I belive computers are good for society. This is why people should agree that advance in technology. Technology keeps on upgrading.",7,833,195,15,4.133333333,112,12,57,10,42,0
1,I think computers are good because you can talk to your friends and family on the computers. People needs computers to look for a job. Some people spend to much time on the computers then on homework people need to stop.,2,180,41,3,4.317073171,30,0,12,2,8,1
1,Dear @CAPS1 @CAPS2 @CAPS3: Computers have a negitive affect on people and their to connect with others because they always are on the computer and never outside. My first reason is that computers hurt your eyes after a long time sitting at them. People I know have complained of their eyes hurting after using the computer. Studys show taht @PERCENT1 of all people who use the computer after a long time are more likly to loose their eye sight than people who are outside all day. Another one of my reasons is people who are inside on electronics all day are less likly to have good people skills. If you don't have good people skills then you probibly wont have alot of friends and if you need them it would probibly be over the computer. And you never know what they could be like. Also if your inside all day then you will not get the proper excersize could be very bad you and others. My third and final reason is that people will makes fun of you if you sit inside all day don't come out because your on the computer. If you ar on the computer you are more likly to fail in school you don't do your homework or projects but instead your on the computer playing games. And your more likly to get into fights with your parents or guardians because your on the computer and they never see you or hear from you. Also they wont be able to go online and pay their bills witch could be bad for everyone. So these are just some of the reasons I think computers could be bad. Thank you.,8,1201,285,14,4.136842105,129,13,63,21,51,19
1,"The effect of people using computers isn't anything bad couse you learn a lot from it. In some ways when you use the computer and you type, the typing exercises your fingers. Your fingers will get muscle and will teach you to remember where to type without looking down on the keyboard. People sometimes using computer is good because if your writing letters you don't have to use pencil you can just type it and print. The typing does all the work for you so you won't spend hours writing to someone. Computers are helpful to people for example, ir your researching about @CAPS1 or @LOCATION1 you can find almost all the information on the computer in a instant click. Computers save time and does a lot of work. Computers are helpful piece of technology and one of the best.",6,637,143,8,4.34965035,85,5,37,10,28,5
1,"People are spending too much time on computers. People that spend to much time on the computer do not have time to interact with family or friends. People spened to much time on the computer. The kids that spend time on the computer get bad grades. They also get tired every easy. First of all people spend to much time on the computer. @PERCENT1 of kids spend @NUM1 to @NUM2 hours on the computer. I once spent @NUM3 hours on my computer on @CAPS1. A lot of kids go on @CAPS1, @CAPS2 and iTunes. My friend spent @NUM4 hours on those websites. People spend way to long on the computer. Another reason, kids that spend time on the computer get bad grades. @PERCENT2 of kids that spend a lot of time on the computer forget to study for test. Once I spent all night on the computer and the next day I failed a test. Kids forget to do homework to. My friend was having so much fun on the computer he forget to do his homework. Kids should get off the computer and worry about school. My final reason, kids get tired from being on the computer for so long. @PERCENT3 of kids get so tired they can't do anything once they get off the computer. I got so tired from being on the computer for so long I took a nap. @PERCENT4 of kids forget they made plans after school. One kid was so tired he blow the plans off that he made with his friends. Kids need to get away from the computer. In conclusion, kids spend to much time on computers. People spend to much time on computer. Kid end up getting bad grade because they spend time on the computer. Aslo, kids get tired very quickly from being on the computer. Something has to be done about this.",8,1324,314,28,4.073248408,108,21,101,18,59,19
1,"Dear @LOCATION1, @CAPS1 you think the computers don't help you with research? Well, if you really think about it computers @CAPS1 help you. You can't always gain wait by just looking or staying on a computer. And you can defenetly still talk with kids, friends, and family members on computer. @CAPS1 you no if books have all the information you need for school project, or your own family history. Maybe books have our history of wars and of our heros. Try and see if you can find the first ancestor of your family. The computer are the reasons why we no our history and know about actors, slaves, sergents, and much more. Have you gain weight just from staying on the computer for too long. I haven't gain a pound or an ounce since I've been on computer. Not only can you gain weight or lose weight just by being on the computer. How @CAPS1 you know if the person on the computer is not looking for diet foods or fat free things? Or if the person is eating while being on the computer. @CAPS1 you get large phone bills just for a two minute long distance call? Why @CAPS1 you think we have enternet websites such as myspace, facebook, twitter, msn and lots more. Most of my family members life in @LOCATION3, @LOCATION4, and @LOCATION2 and just for a call its like ten dollars for a minute. While you can be on the internet for about day to night and still pay the same price. So what @CAPS1 you choose pay over thirty dollars just for a long distance call or stay on the computer. Or get bad grades for doing the bad research. Its you chooce, choose now if either talk with family and friends on phone and pay over your bill money or stay on web chat for how long you want and still get the same bill price.",8,1389,326,20,4.110429448,149,9,94,22,47,24
